file,"hgnc hits","on wp_all","on wp_hs","new wp_hs only","new wp_all","new hits only to wp_hs","new hits to wp_all"
PMC3408231__nihms362522f7.jpg.txt,3,2,1,1,1,VHL,AST
PMC3408479__pone.0039120.g008.jpg.txt,5,3,1,2,2,L|GRP78,R|JNK
PMC3409292__nihms390720f3.jpg.txt,5,4,2,2,1,WS|RS,BRE
PMC3409471__nihms390398f2.jpg.txt,19,14,6,8,5,Y|L|H|CD|P|Z|S|RS,E2|II|D1|CELL|IL-6
PMC3409633__zgb0031255630001.jpg.txt,0,0,0,0,0,,
PMC3410582__ajcr0002-0434-f1.jpg.txt,1,0,0,0,1,,CELL
PMC3410857__pgen.1002864.g007.jpg.txt,5,2,0,2,3,UNC-43|CAMKI,CA|R|J
PMC3411131__10.1177_1947601911432334-fig3.jpg.txt,4,3,1,2,1,VEGF|PAR3,RASIP
PMC3411810__pone.0042598.g006.jpg.txt,8,8,3,5,0,MEK|ERK|P|X|AM,
PMC3412266__fimmu-03-00241-g001.jpg.txt,0,0,0,0,0,,
PMC3412517__nihms390627f1.jpg.txt,1,1,1,0,0,,
PMC3412625__nihms392558f6.jpg.txt,6,5,5,0,1,,NF-KB
PMC3412645__oncsis201212f6.jpg.txt,6,3,2,1,3,P53,DAMAGE|D1|CELL
PMC3412720__1479-5876-10-116-3.jpg.txt,6,4,1,3,2,PM|P|S,E|OS
PMC3412720__1479-5876-10-116-4.jpg.txt,2,1,0,1,1,CAN,E
PMC3413921__nihms372812f1.jpg.txt,2,1,1,0,1,,CELL
PMC3413998__BMR2012-270425.005.jpg.txt,1,1,0,1,0,MAL,
PMC3413998__BMR2012-270425.006.jpg.txt,3,0,0,0,3,,MS|NM|HAS
PMC3414439__pone.0042573.g004.jpg.txt,0,0,0,0,0,,
PMC3414724__fimmu-03-00224-g002.jpg.txt,8,5,1,4,3,P|P3|P2|B,BCR|AG|CELL
PMC3414724__fimmu-03-00224-g004.jpg.txt,1,1,0,1,0,X,
PMC3415084__JP2012-631038.002.jpg.txt,2,1,0,1,1,L,MY
PMC3415470__nihms393627f6.jpg.txt,1,1,0,1,0,ON,
PMC3415586__nihms373163f1.jpg.txt,4,1,0,1,3,GM-CSF,DC|E|U
PMC3416961__nihms368117f1.jpg.txt,0,0,0,0,0,,
PMC3417165__fimmu-03-00245-g001.jpg.txt,2,1,0,1,1,REG,J
PMC3417165__fimmu-03-00245-g002.jpg.txt,6,3,3,0,3,,E|OX40|CELL
PMC3417373__fcimb-01-00021-g004.jpg.txt,1,0,0,0,1,,MY
PMC3418676__nihms397212f1.jpg.txt,5,2,1,1,3,L,HU|U|J
PMC3418714__zh89991294640002.jpg.txt,2,1,0,1,1,S,R
PMC3418714__zh89991294640003.jpg.txt,5,4,0,4,1,HN|H|L|B,HA
PMC3418731__zii9990997740003.jpg.txt,0,0,0,0,0,,
PMC3418756__zii9990997840006.jpg.txt,0,0,0,0,0,,
PMC3418847__zjw0061241440002.jpg.txt,3,1,0,1,2,PA,E|U
PMC3419804__nihms372177f1.jpg.txt,10,5,1,4,5,AC|L|GLUT|H,OTS|LW|R|CELL|GP
PMC3420937__pgen.1002881.g006.jpg.txt,12,10,5,5,2,P|L|Z|MEK|IN,E|CELL
PMC3421022__12079_2012_168_Fig1_HTML.jpg.txt,0,0,0,0,0,,
PMC3421063__nihms-398439-f0002.jpg.txt,1,0,0,0,1,,R
PMC3421445__msb201230-f1.jpg.txt,3,2,1,1,1,L,MA
PMC3422314__pone.0042127.g006.jpg.txt,6,5,0,5,1,AN|PL|UP|RS|L,CMM
PMC3423373__pone.0037046.g008.jpg.txt,5,2,0,2,3,X|ON,U|E|SIX
PMC3423502__nihms394881f6.jpg.txt,3,3,2,1,0,SPT,
PMC3423861__zh50151261570007.jpg.txt,0,0,0,0,0,,
PMC3424042__DEV079525F8.jpg.txt,4,2,0,2,2,H|5-HT1A,L8|VMAT
PMC3425953__nihms398364f1.jpg.txt,3,2,1,1,1,S,E
PMC3425953__nihms398364f2.jpg.txt,4,3,1,2,1,IF|P,E
PMC3425953__nihms398364f3.jpg.txt,0,0,0,0,0,,
PMC3426219__nihms394813f2.jpg.txt,3,2,1,1,1,EMT,E
PMC3426292__nihms-398765-f0001.jpg.txt,0,0,0,0,0,,
PMC3426490__1471-2334-12-125-2.jpg.txt,0,0,0,0,0,,
PMC3426662__nihms371575f4.jpg.txt,1,1,0,1,0,CORD,
PMC3427262__auto-8-970-g1.jpg.txt,3,2,0,2,1,X|IN,FA
PMC3427288__epi-7-930-g5.jpg.txt,8,6,1,5,2,B|P|S|ON|Y,EMU|MS
PMC3427289__epi-7-940-g6.jpg.txt,1,0,0,0,1,,U
PMC3427312__pone.0043874.g008.jpg.txt,1,1,0,1,0,MI,
PMC3427795__nihms-284990-f0001.jpg.txt,0,0,0,0,0,,
PMC3427885__hep0052-0443-f4.jpg.txt,0,0,0,0,0,,
PMC3428242__ott-5-153f1.jpg.txt,0,0,0,0,0,,
PMC3428657__1471-2164-13-306-1.jpg.txt,4,4,0,4,0,IN|FAT|CAN|ON,
PMC3429047__fphys-03-00273-g0005.jpg.txt,0,0,0,0,0,,
PMC3430210__ijms-13-07886f1.jpg.txt,11,8,2,6,3,AM|CAS|S|X|P3|L,EL|E|R
PMC3430251__ijms-13-08562f5.jpg.txt,2,1,0,1,1,IN,MASS
PMC3430985__nihms-401334-f0001.jpg.txt,4,2,0,2,2,X|S,GEF|MAFK
PMC3431105__OXIMED2012-608478.001.jpg.txt,0,0,0,0,0,,
PMC3431500__fonc-02-00109-g001.jpg.txt,6,3,2,1,3,MEK1,MS|CELL|E
PMC3431883__ijms-13-10647f3.jpg.txt,8,5,1,4,3,Y|B|FAG|L,U|ST|T1
PMC3432052__pone.0043898.g007.jpg.txt,7,3,0,3,4,RK|HF|L,J|CELL|RU|LH
PMC3432059__pone.0043955.g006.jpg.txt,1,0,0,0,1,,U
PMC3432093__pone.0044107.g011.jpg.txt,0,0,0,0,0,,
PMC3432194__tp201280f2.jpg.txt,0,0,0,0,0,,
PMC3432438__gr6.jpg.txt,1,1,0,1,0,ROS,
PMC3432501__nihms159254f1.jpg.txt,7,5,2,3,2,TRAF6|NIK|IKK,J|OR
PMC3432564__ukmss-49846-f0002.jpg.txt,0,0,0,0,0,,
PMC3433278__nihms-355255-f0007.jpg.txt,5,3,2,1,2,PKC,LIME|HR
PMC3433406__nihms386618f3.jpg.txt,18,10,1,9,8,AM|AN|GAS|L|NU|S|P53|TYPE|H2,U|OR|LI|AID|II|HS|MS|MA
PMC3434281__nihms369481f6.jpg.txt,0,0,0,0,0,,
PMC3434350__cr201285f1.jpg.txt,3,1,0,1,2,AM,TOP|MA
PMC3434772__zjw0081242390005.jpg.txt,0,0,0,0,0,,
PMC3436110__DEV082222F3.jpg.txt,1,0,0,0,1,,LE
PMC3436188__zbc0371221010008.jpg.txt,5,4,2,2,1,B|IN,E
PMC3436227__971281.fig2.jpg.txt,3,3,1,2,0,NUC1|OF,
PMC3436276__zbc0351219890007.jpg.txt,2,1,1,0,1,,S100A4
PMC3436582__zbc0371221070010.jpg.txt,3,3,2,1,0,MAM,
PMC3436697__2049-1891-3-23-5.jpg.txt,3,2,0,2,1,AA|OF,E
PMC3436998__nihms376498f1.jpg.txt,1,1,0,1,0,L,
PMC3437822__pnas.1212547109fig04.jpg.txt,6,2,0,2,4,ON|X,U|SN|J|NSE
PMC3438932__zbc0391223260007.jpg.txt,1,0,0,0,1,,EEC
PMC3440011__fig-1.jpg.txt,0,0,0,0,0,,
PMC3440220__PP_200527_wc_f2.jpg.txt,3,3,1,2,0,OF|L,
PMC3440368__pone.0044856.g007.jpg.txt,1,0,0,0,1,,J
PMC3440553__nihms387341f1.jpg.txt,3,3,0,3,0,B|L|TOR,
PMC3440590__bies0034-0542-f1.jpg.txt,6,4,1,3,2,MU|L|COLL,E|FATE
PMC3440872__nihms347997f4.jpg.txt,6,5,3,2,1,B|X,J
PMC3441127__dds26501.jpg.txt,16,10,2,8,6,L|P3|MAM|GL|ACV|LU|RIM|IN,SAX|E3|NA|HS|IV|E
PMC3441314__zgb0101257090006.jpg.txt,0,0,0,0,0,,
PMC3441384__1743-8977-9-20-4.jpg.txt,8,5,0,5,3,MAC|Z|MU|X|IN,U|R|E
PMC3442418__3722fig8.jpg.txt,7,7,2,5,0,MEK|ERK|P35|H|L,
PMC3442865__psb-7-675-g1.jpg.txt,1,1,1,0,0,,
PMC3443607__IJI2012-678190.004.jpg.txt,4,4,1,3,0,UBC9|FS|Y,
PMC3443855__nihms392256f7.jpg.txt,0,0,0,0,0,,
PMC3443857__nihms339414f1.jpg.txt,2,2,0,2,0,ER|Z,
PMC3444139__fmicb-03-00334-g003.jpg.txt,0,0,0,0,0,,
PMC3444437__1477-7827-10-58-9.jpg.txt,0,0,0,0,0,,
PMC3444627__nihms-402572-f0001.jpg.txt,2,2,0,2,0,Y|L,
PMC3445042__nihms402300f3.jpg.txt,24,14,0,14,10,S|B|PN|ON|MU|TRIP|AM|CARMA|MAR|SON|SAP|IN|AS|AN,U|AU|EMU|MS|MA|MY|MAV|HS|SAX|SUN
PMC3445042__nihms402300f7.jpg.txt,8,5,1,4,3,P|BAT|CX2|CEH,E|CELL|IA
PMC3445623__pone.0044973.g002.jpg.txt,0,0,0,0,0,,
PMC3445776__nihms-385597-f0001.jpg.txt,5,4,2,2,1,MN|ON,LE
PMC3446243__nihms388815f1.jpg.txt,7,4,0,4,3,CAN|H|ON|OF,L7|E|CELL
PMC3446243__nihms388815f2.jpg.txt,2,2,1,1,0,X,
PMC3448082__nutrients-04-00967-g001.jpg.txt,6,3,2,1,3,MU,JP|GEN|GHRELIN
PMC3448567__zh89991292500003.jpg.txt,3,1,0,1,2,X,FOR|NM
PMC3448731__pone.0045976.g006.jpg.txt,10,4,0,4,6,B|TN|AN|AS,ADP|J|E|MA|R2|MIN
PMC3454321__pone.0045842.g005.jpg.txt,6,2,0,2,4,X|S,U|NAG|R|J
PMC3454471__nihms351530f8.jpg.txt,7,6,1,5,1,IN|ASM|L|AS|OF,OR
PMC3458271__fphys-03-00376-g0002.jpg.txt,2,0,0,0,2,,EPHB|J
PMC3461296__NRI2012-878030.002.jpg.txt,5,3,1,2,2,AN|IN,U|MA
PMC3461903__JCI61205.f2.jpg.txt,0,0,0,0,0,,
PMC3461933__JCI66058.f1.jpg.txt,3,2,0,2,1,MAC|S,E
PMC3462323__fpls-03-00219-g003.jpg.txt,0,0,0,0,0,,
PMC3462653__nihms169248f1.jpg.txt,4,4,0,4,0,MU|XB|MN|L,
PMC3462743__pone.0046216.g006.jpg.txt,0,0,0,0,0,,
PMC3464048__nihms-406046-f0001.jpg.txt,0,0,0,0,0,,
PMC3464112__1197f4.jpg.txt,6,3,1,2,3,X|B,PROL|FATE|CELL
PMC3464266__pone.0046887.g002.jpg.txt,5,2,0,2,3,S|MAM,E|MS|J
PMC3464875__1476-4598-11-24-7.jpg.txt,0,0,0,0,0,,
PMC3465263__pone.0046719.g010.jpg.txt,10,7,0,7,3,IN|OF|AN|P2|P|S20|L,OR|U|E
PMC3465289__pone.0045049.g002.jpg.txt,0,0,0,0,0,,
PMC3465961__IJEB2012-548081.001.jpg.txt,5,3,0,3,2,MR|CAM|B,CA|E
PMC3466241__pone.0044686.g007.jpg.txt,3,3,1,2,0,OF|NRF2,
PMC3467008__nihms401232f5.jpg.txt,0,0,0,0,0,,
PMC3469060__cdd201260f6.jpg.txt,4,2,1,1,2,EMT,CELL|J
PMC3469159__nihms-411756-f0003.jpg.txt,2,2,2,0,0,,
PMC3469587__zh50201262040007.jpg.txt,6,5,3,2,1,LPS|OF,SP-A
PMC3469622__pone.0046725.g001.jpg.txt,0,0,0,0,0,,
PMC3469665__zh60191280360005.jpg.txt,6,4,1,3,2,ANG|MAM|H,II|E
PMC3469843__lar-28-155-g002.jpg.txt,10,7,3,4,3,AS|AN|AM|Z,R|U|E
PMC3470885__nihms-399227-f0008.jpg.txt,0,0,0,0,0,,
PMC3471537__nihms406899f4.jpg.txt,7,5,0,5,2,HER2|MAM|AM|P|OF,NA|AG
PMC3472294__1471-2164-13-348-3.jpg.txt,17,9,2,7,8,AN|AS|ON|B|L|ASM|MK,U|NG|E3|DM|MASS|R|EEK|MAFK
PMC3472464__zh70191237630006.jpg.txt,0,0,0,0,0,,
PMC3472468__zh70191237670004.jpg.txt,3,3,2,1,0,Y,
PMC3472558__CHRP2012-198197.001.jpg.txt,0,0,0,0,0,,
PMC3473206__zee0111267520007.jpg.txt,0,0,0,0,0,,
PMC3474327__nihms354873f4.jpg.txt,2,1,0,1,1,MU,R
PMC3475297__fgene-03-00218-g0001.jpg.txt,3,2,0,2,1,B|L,INI
PMC3476325__zbc0441226970009.jpg.txt,0,0,0,0,0,,
PMC3476735__nihms399340f5.jpg.txt,9,5,0,5,4,P38|B1|IN|B|OF,ERK1|D1|CELL|OR
PMC3477470__nihms409809f7.jpg.txt,3,2,0,2,1,S|Y,U
PMC3478260__cam-6-374-g4.jpg.txt,0,0,0,0,0,,
PMC3478307__cc-11-3559-g2.jpg.txt,4,2,0,2,2,P2|B,CELL|J
PMC3478512__18_2012_991_Fig3_HTML.jpg.txt,2,1,0,1,1,ADMP,J
PMC3478512__18_2012_991_Fig4_HTML.jpg.txt,12,9,5,4,3,ERK|DELTA|B|AC,SN|J|JNK
PMC3478617__pnas.1204311S109fig01.jpg.txt,6,4,2,2,2,L|GR,MED23|J
PMC3478688__DEV083428F4.jpg.txt,11,9,0,9,2,P|NAR|AP|CAN|PAN|ER|H|ON|L,IV|S5
PMC3479556__pnas.1214113109fig01.jpg.txt,3,3,0,3,0,B|P|H,
PMC3480306__PC_103267_wc_f6.jpg.txt,1,0,0,0,1,,CA
PMC3480380__pone.0047067.g008.jpg.txt,0,0,0,0,0,,
PMC3480403__pone.0047773.g002.jpg.txt,9,6,2,4,3,S|ET|NSP|PA,MEL|OR|MS
PMC3480408__pone.0047797.g006.jpg.txt,2,1,0,1,1,ROS,K3
PMC3481134__cddis2012146f7.jpg.txt,2,1,0,1,1,TYPE,II
PMC3481284__zbc0421225210008.jpg.txt,0,0,0,0,0,,
PMC3483025__fpls-03-00236-g010.jpg.txt,3,1,0,1,2,IN,NL|MS
PMC3484431__JCI59348.f9.jpg.txt,0,0,0,0,0,,
PMC3484676__1459f3.jpg.txt,0,0,0,0,0,,
PMC3485417__nihms-393074-f0001.jpg.txt,2,2,0,2,0,H|L,
PMC3486458__zjv9990967550007.jpg.txt,4,4,3,1,0,AMPK,
PMC3487108__nihms346588f7.jpg.txt,1,0,0,0,1,,MRM
PMC3487967__1471-2105-13-218-2.jpg.txt,0,0,0,0,0,,
PMC3488210__gks699f5.jpg.txt,0,0,0,0,0,,
PMC3488630__AJRCMB474395fig2.jpg.txt,1,0,0,0,1,,E
PMC3489642__psb-7-1121-g2.jpg.txt,5,4,0,4,1,B|GA|L|NU,SUN
PMC3489927__nihms371721f6.jpg.txt,4,3,1,2,1,SCF|PP1,ERK1
PMC3490576__PP_202358_gs_f8.jpg.txt,5,4,1,3,1,P|R1|PI,RH
PMC3490586__PP_204503_lw_f10.jpg.txt,2,1,1,0,1,,E
PMC3491533__ctg201217f8.jpg.txt,8,4,1,3,4,RING|X|L,MY|MIN|OR|CELL
PMC3492204__1750-1172-7-27-5.jpg.txt,3,1,0,1,2,MU,GM|MA
PMC3492858__zh10221266850008.jpg.txt,1,1,0,1,0,X,
PMC3493591__pone.0048935.g005.jpg.txt,2,1,0,1,1,PD,J
PMC3493907__zbc0491230640007.jpg.txt,6,2,1,1,4,KN,CA|FUR|NM|HE
PMC3493915__zbc0471229380007.jpg.txt,3,2,0,2,1,FAK|ERK,CELL
PMC3494369__10.1177_1947601912455324-fig1.jpg.txt,1,0,0,0,1,,CELL
PMC3494542__1479-5876-10-183-3.jpg.txt,0,0,0,0,0,,
PMC3494627__onci-1-1146-g3.jpg.txt,3,2,0,2,1,L|IN,LA
PMC3496019__nihms-404973-f0001.jpg.txt,0,0,0,0,0,,
PMC3496019__nihms-404973-f0006.jpg.txt,0,0,0,0,0,,
PMC3496286__nihms390108f1.jpg.txt,2,0,0,0,2,,E|CELL
PMC3496878__WJG-18-6005-g001.jpg.txt,1,1,0,1,0,Y,
PMC3496878__WJG-18-6005-g004.jpg.txt,3,1,0,1,2,L,CELL|J
PMC3496878__WJG-18-6005-g005.jpg.txt,1,0,0,0,1,,CELL
PMC3497295__ijms-13-12710f1.jpg.txt,0,0,0,0,0,,
PMC3497314__ijms-13-13104f1.jpg.txt,0,0,0,0,0,,
PMC3497784__pnas.1208396109fig01.jpg.txt,4,4,2,2,0,OF|B,
PMC3497822__pnas.1205661109fig07.jpg.txt,5,3,1,2,2,S|S15,TP|GNA
PMC3497822__pnas.1205661S109fig01.jpg.txt,3,1,0,1,2,X,SUN|NA
PMC3499080__toxsci_kfs193_f0002.jpg.txt,9,7,1,6,2,X|L|ROS|P|H|S,U|CH
PMC3499189__1743-7075-9-74-3.jpg.txt,9,7,1,6,2,MEK|PRAS40|L|LKB1|LEU|CALL,ERK1|NAG
PMC3499976__nihms384184f1.jpg.txt,8,4,0,4,4,RP|B|IF|OF,E|CELL|PSD|MT
PMC3500394__nihms-394526-f0001.jpg.txt,4,1,0,1,3,X,CELL|J|ALC
PMC3500853__nihms416992f3.jpg.txt,10,8,1,7,2,B|PD|VEGFR2|X|DP|OF|Z,R2|CELL
PMC3501582__nihms409189f2.jpg.txt,0,0,0,0,0,,
PMC3501616__nihms402023f4.jpg.txt,7,3,2,1,4,EMT,ARHGAP29|E|CELL|GEF
PMC3502106__1742-9994-9-16-5.jpg.txt,4,3,2,1,1,DKK-1,SEM
PMC3502344__pone.0050185.g007.jpg.txt,2,1,0,1,1,L,J
PMC3502657__nihms404774f2.jpg.txt,6,4,0,4,2,GLP-1|S|TOR|ON,E|U3
PMC3504253__LRT2011-329572.002.jpg.txt,0,0,0,0,0,,
PMC3504487__nihms418878f9.jpg.txt,0,0,0,0,0,,
PMC3504715__cdd201291f8.jpg.txt,2,2,0,2,0,Y|AN,
PMC3506052__i1552-5783-53-12-7746-f07.jpg.txt,2,1,0,1,1,L,CELL
PMC3506267__2050-6511-13-3-2.jpg.txt,2,2,1,1,0,B,
PMC3506961__fnbeh-06-00079-g0005.jpg.txt,13,6,1,5,7,B|MEN|SON|AM|ACT,D1|REA|U|R|SEA|SUN|MS
PMC3507288__bio-01-03-261-f03.jpg.txt,4,2,0,2,2,AN|S,GM|MA
PMC3507315__MI2012-563709.002.jpg.txt,0,0,0,0,0,,
PMC3507315__MI2012-563709.003.jpg.txt,0,0,0,0,0,,
PMC3507315__MI2012-563709.006.jpg.txt,2,2,2,0,0,,
PMC3507315__MI2012-563709.009.jpg.txt,4,3,0,3,1,MU|AN|X,U
PMC3507479__cc-11-3909-g1.jpg.txt,12,9,2,7,3,RS|NFAT|AM|AK|SEX|BP1|TH1,E|MBK1|ERK1
PMC3507493__cc-11-3972-g14.jpg.txt,2,2,0,2,0,S|H,
PMC3508147__nihms413894f2.jpg.txt,2,1,0,1,1,OF,U
PMC3508164__nihms411023f12.jpg.txt,1,1,1,0,0,,
PMC3508196__nihms-398021-f0001.jpg.txt,13,11,6,5,2,PI3K|PHD|L|MEK|ERK,LA|ZO
PMC3508405__fphys-03-00452-g0001.jpg.txt,5,4,0,4,1,GPCR|MAC|L|B,U
PMC3508514__nihms421465f2.jpg.txt,7,3,0,3,4,H|OF|B,U|II|J|OR
PMC3508514__nihms421465f3.jpg.txt,5,3,0,3,2,X|SI|AS,R|MA
PMC3508522__nihms396062f3.jpg.txt,9,4,2,2,5,ON|AN,MA|GD|R|MA1|E
PMC3510657__nihms421042f1.jpg.txt,7,4,1,3,3,PERK|P50|CG,E|LI|J
PMC3510811__zbc0521232590008.jpg.txt,1,1,0,1,0,MN,
PMC3510826__zbc0511232250008.jpg.txt,18,12,3,9,6,PAR4|PAR1|P2Y1|L|DAG|P3|P|MLC|PKC,ADP|TP|P2Y12|E|CA|GEF
PMC3511325__pone.0050874.g009.jpg.txt,0,0,0,0,0,,
PMC3511450__pone.0050085.g002.jpg.txt,13,6,0,6,7,X|MI|MU|S|PA|NU,OP|U|HS|MA|E|MX|MS
PMC3512134__1165fig7.jpg.txt,4,2,1,1,2,S,CELL|FATE
PMC3513309__pone.0050221.g003.jpg.txt,17,10,5,5,7,C-JUN|B|CD19|MKK3|FAT,CELL|JN|NM|MA|E|MS|HAS
PMC3513920__nihms406195f12.jpg.txt,3,1,0,1,2,H,L1|LE
PMC3513982__fig-1.jpg.txt,2,1,0,1,1,AO,OX
PMC3513982__fig-6.jpg.txt,0,0,0,0,0,,
PMC3516830__fgene-03-00286-g0002.jpg.txt,0,0,0,0,0,,
PMC3516847__nihms419803f1.jpg.txt,2,2,0,2,0,X|S,
PMC3517183__nihms-421438-f0001.jpg.txt,0,0,0,0,0,,
PMC3517193__nihms414800f1.jpg.txt,16,10,3,7,6,L|AS|PL|C-JUN|AM|P38|B,SHE|RS1|R|ERK1|JNK|CELL
PMC3517549__pone.0051657.g001.jpg.txt,1,1,0,1,0,H,
PMC3517549__pone.0051657.g003.jpg.txt,0,0,0,0,0,,
PMC3517549__pone.0051657.g005.jpg.txt,6,3,0,3,3,IKK|TRAM|MAL,MY|NF-KB|MA
PMC3518257__ECAM2012-278652.007.jpg.txt,0,0,0,0,0,,
PMC3518872__nihms-416085-f0004.jpg.txt,0,0,0,0,0,,
PMC3518872__nihms-416085-f0006.jpg.txt,6,4,0,4,2,Y|L|CAN|PA,E|U
PMC3520155__nihms425970f8.jpg.txt,5,2,0,2,3,IN|L,16|E|J
PMC3520483__fphys-03-00468-g0001.jpg.txt,0,0,0,0,0,,
PMC3520483__fphys-03-00468-g0002.jpg.txt,1,0,0,0,1,,TNL
PMC3520613__nihms425617f5.jpg.txt,0,0,0,0,0,,
PMC3520885__sgtp-3-219-g2.jpg.txt,0,0,0,0,0,,
PMC3520888__sgtp-3-236-g1.jpg.txt,1,1,0,1,0,H,
PMC3521148__fendo-03-00162-g004.jpg.txt,5,3,1,2,2,PKG|AP-1,JNK|DCT1
PMC3521217__1471-2164-13-S7-S25-4.jpg.txt,0,0,0,0,0,,
PMC3521658__ppat.1003062.g008.jpg.txt,2,1,0,1,1,TNFA,M41
PMC3522553__1471-2105-13-186-1.jpg.txt,8,6,4,2,2,OF|X,J|U
PMC3522877__bio-01-12-1169-f08.jpg.txt,2,1,0,1,1,IN,CELL
PMC3523093__nihms-393916-f0001.jpg.txt,7,5,0,5,2,IN|NU|AN|S|MU,MT|U
PMC3523725__nihms425522f7.jpg.txt,0,0,0,0,0,,
PMC3524194__cc-11-4097-g1.jpg.txt,7,6,0,6,1,LPA|S1P|AA|H|IK|X,CELL
PMC3524355__nihms402297f2.jpg.txt,1,0,0,0,1,,CELL
PMC3525024__zh89991295950007.jpg.txt,13,8,0,8,5,MSC|AM|SIN|H|S|X|AC|MU,CELL|U|UL|MIN|GM
PMC3525723__nihms408902f2.jpg.txt,13,7,0,7,6,X|ON|IN|AN|MEN|DI|C1,U|GM|E|MY|MA|DC
PMC3526732__fphys-03-00464-g001.jpg.txt,0,0,0,0,0,,
PMC3527976__zbc0021334140002.jpg.txt,2,2,0,2,0,Y|NIX,
PMC3528090__fig-4.jpg.txt,10,5,0,5,5,P|AC|CAN|AS|L,E|CMM|HI|HY|MA
PMC3528779__pone.0052172.g006.jpg.txt,0,0,0,0,0,,
PMC3529343__DMM008821F8.jpg.txt,2,2,0,2,0,E1|MU,
PMC3529366__zee0011368290006.jpg.txt,11,10,6,4,1,PR|B|AS|OF,DCN
PMC3529395__nihms425483f6.jpg.txt,0,0,0,0,0,,
PMC3529674__1756-8722-5-66-5.jpg.txt,2,2,0,2,0,IF|P,
PMC3530037__cshperspectmed-ANG-006569_F3.jpg.txt,5,4,0,4,1,ADAM|UP|X|MEN,CEL
PMC3530847__nihms427843f10.jpg.txt,0,0,0,0,0,,
PMC3531794__nihms427033f1.jpg.txt,6,4,1,3,2,L|SMA|T-BET,PD-L1|CELL
PMC3531865__PC_105312_lw_f7.jpg.txt,6,4,0,4,2,S|SA|NPR1|X,D2|PE
PMC3532163__pone.0053129.g004.jpg.txt,0,0,0,0,0,,
PMC3532475__zh20241267810006.jpg.txt,0,0,0,0,0,,
PMC3532876__OXIMED2012-932838.002.jpg.txt,6,1,0,1,5,S,U|DS|HE|HA|MY
PMC3533466__mol.112.081497f5.jpg.txt,1,1,0,1,0,MK,
PMC3533470__mol.112.081760f7.jpg.txt,3,3,1,2,0,P|L,
PMC3533556__JCI64896.f7.jpg.txt,4,1,1,0,3,,OR|CA|CELL
PMC3534691__pone.0053444.g008.jpg.txt,0,0,0,0,0,,
PMC3535741__DRT2012-752563.001.jpg.txt,4,2,0,2,2,H|AN,U|R
PMC3538028__gr7.jpg.txt,0,0,0,0,0,,
PMC3538329__zh89991200900001.jpg.txt,4,2,0,2,2,H|S,E|G2
PMC3538588__pone.0053522.g008.jpg.txt,7,6,0,6,1,MR|MAM|MU|SA|AM|X,U
PMC3538621__1743-422X-9-126-2.jpg.txt,0,0,0,0,0,,
PMC3539134__fendo-03-00181-g0002.jpg.txt,1,1,0,1,0,P,
PMC3539134__fendo-03-00181-g0003.jpg.txt,10,7,0,7,3,PRR|X|H|FU|Y|MI|DBL,J|RU|NF-KB
PMC3539252__fig-3.jpg.txt,0,0,0,0,0,,
PMC3539509__medscimonit-17-4-RA100-g002.jpg.txt,14,9,4,5,5,MAL|TRAM|TRIF|IKK|P,CELL|GM|MARE|KS|MY
PMC3539548__medscimonit-17-6-RA148-g001.jpg.txt,0,0,0,0,0,,
PMC3539662__fimmu-03-00401-g001.jpg.txt,2,1,0,1,1,PM,J1
PMC3539953__1471-2164-13-279-5.jpg.txt,5,1,0,1,4,REC,J|U|E|A1U
PMC3540819__JTR2012-818204.001.jpg.txt,0,0,0,0,0,,
PMC3541267__1755-1536-5-20-3.jpg.txt,0,0,0,0,0,,
PMC3541279__pone.0053230.g002.jpg.txt,2,1,1,0,1,,HR
PMC3541279__pone.0053230.g005.jpg.txt,3,1,0,1,2,B,HR|TNFR1
PMC3541667__cr2012119f5.jpg.txt,0,0,0,0,0,,
PMC3543320__pone.0054125.g008.jpg.txt,0,0,0,0,0,,
PMC3543627__zh20021368080010.jpg.txt,0,0,0,0,0,,
PMC3543749__11357_2011_9340_Fig1_HTML.jpg.txt,0,0,0,0,0,,
PMC3544113__zh89991200730001.jpg.txt,14,11,4,7,3,RIP|P|STAT5|NEMO|IKKB|AM|P52,MY|R|CELL
PMC3544245__ijcep0006-0168-f5.jpg.txt,0,0,0,0,0,,
PMC3544400__nihms421766f7.jpg.txt,6,3,1,2,3,OF|GPCR,9F|L1|GOA
PMC3545208__zmg0011351210009.jpg.txt,2,1,0,1,1,X,E
PMC3545399__nihms424897f6.jpg.txt,8,8,1,7,0,L|PI3K|H|S|PERK|BIP|GADD153,
PMC3546138__nihms418921f5.jpg.txt,22,16,3,13,6,B|IF|H|AN|AS|S|UP|S1|ON|MN|Z|HRS|IN,MT|U|E|GM|MY|KY
PMC3547518__cn-2012-00186b_0004.jpg.txt,1,0,0,0,1,,R
PMC3547545__ebo-9-2013-001f1.jpg.txt,2,0,0,0,2,,P05|CELL
PMC3547545__ebo-9-2013-001f2.jpg.txt,8,4,0,4,4,NU|RAM|P|X,U|MS|E3|II
PMC3547545__ebo-9-2013-001f7.jpg.txt,3,1,0,1,2,B,R|U
PMC3548020__nihms406370f1.jpg.txt,5,4,0,4,1,ANG|ERK|P42|P44,II
PMC3548178__zee0021368930007.jpg.txt,13,9,5,4,4,PL|Y|P3|DAG,E|MP2|PLP2|CA2
