file,"hgnc hits","on wp_all","on wp_hs","new wp_all","new wp_hs","new hits to wp_all","new hits only to wp_hs"
PMC3399428__MBI2012-307628.001.txt,0,0,0,0,0,,
PMC3399428__MBI2012-307628.002.txt,0,0,0,0,0,,
PMC3399452__IJCB2012-595976.001.txt,0,0,0,0,0,,
PMC3399452__IJCB2012-595976.002.txt,0,0,0,0,0,,
PMC3399969__nihms380694f5.txt,0,0,0,0,0,,
PMC3400665__pone.0041426.g008.txt,0,0,0,0,0,,
PMC3400838__zmo0081266080008.txt,0,0,0,0,0,,
PMC3400851__WJG-18-3502-g001.txt,0,0,0,0,0,,
PMC3402285__ASN.2011111123f7.txt,7,3,0,4,3,TP|J|NA|E,CD11B|B|Y
PMC3402304__1978fig6.txt,0,0,0,0,0,,
PMC3402511__pone.0040028.g004.txt,0,0,0,0,0,,
PMC3403928__1687-4153-2012-4-4.txt,0,0,0,0,0,,
PMC3404158__nihms369788f2a.txt,0,0,0,0,0,,
PMC3404564__zh10091265220003.txt,2,2,2,0,0,,
PMC3404671__ehp.1104833.g006.txt,0,0,0,0,0,,
PMC3404876__cc-11-2452-g1.txt,6,4,1,2,3,LE|CELL,OF|AN|IN
PMC3404876__cc-11-2452-g2.txt,6,6,5,0,1,,RKIP
PMC3404972__pone.0041596.g007.txt,0,0,0,0,0,,
PMC3405105__pone.0040999.g007.txt,9,8,3,1,5,CELL,PKC|LKB1|AMPK|ERK|FAK
PMC3405272__z380081288400009.txt,0,0,0,0,0,,
PMC3405713__psb-7-273-g1.txt,2,2,0,0,2,,ER|SIP
PMC3405730__nihms389960f2.txt,4,2,0,2,2,POLL|E,L|CO
PMC3405863__cshperspect-SIG-005975_F4.txt,0,0,0,0,0,,
PMC3405869__cshperspect-WNT-008078_F5.txt,0,0,0,0,0,,
PMC3407218__pone.0038375.g005.txt,1,1,0,0,1,,CSA
PMC3407375__nihms388184f3.txt,10,7,5,3,2,USF1|E|MIR-21,P53|B
PMC3407377__nihms388183f1.txt,5,3,2,2,1,CF|J,MAD
PMC3407377__nihms388183f2.txt,1,0,0,1,0,E,
PMC3407377__nihms388183f3.txt,4,2,2,2,0,J1|NFL,
PMC3407530__1471-2407-12-203-5.txt,3,3,1,0,2,,BLIMP1|SURVIVIN
PMC3408231__nihms362522f7.txt,3,2,1,1,1,TTL,HSC
PMC3408479__pone.0039120.g008.txt,9,7,1,2,6,J|EL,ER|PERK|L|CHOP|GRP78|KI
PMC3409292__nihms390720f3.txt,4,3,1,1,2,BRE,B|P9
PMC3409471__nihms390398f2.txt,18,9,6,9,3,CELL|PI3|E|FACE|U|NIN|TENM|R|IL-6,L|P|FI
PMC3409633__zgb0031255630001.txt,0,0,0,0,0,,
PMC3410582__ajcr0002-0434-f1.txt,4,2,0,2,2,R|CELL,P21|ERK
PMC3410857__pgen.1002864.g007.txt,3,1,0,2,1,CA|R,UNC-43
PMC3411131__10.1177_1947601911432334-fig3.txt,2,1,0,1,1,RASIP,PAR3
PMC3411810__pone.0042598.g006.txt,6,4,2,2,2,E|J,P|ERK
PMC3412266__fimmu-03-00241-g001.txt,0,0,0,0,0,,
PMC3412517__nihms390627f1.txt,3,3,3,0,0,,
PMC3412625__nihms392558f6.txt,7,6,6,1,0,NF-KB,
PMC3412645__oncsis201212f6.txt,7,3,2,4,1,DAMAGE|D1|R|CELL,P53
PMC3412720__1479-5876-10-116-3.txt,8,4,1,4,3,R|U|CELL|J,L|S|CG
PMC3412720__1479-5876-10-116-4.txt,3,0,0,3,0,U|E|NE,
PMC3413921__nihms372812f1.txt,4,3,1,1,2,CELL,MERLIN|L
PMC3413998__BMR2012-270425.005.txt,0,0,0,0,0,,
PMC3413998__BMR2012-270425.006.txt,0,0,0,0,0,,
PMC3414439__pone.0042573.g004.txt,0,0,0,0,0,,
PMC3414724__fimmu-03-00224-g002.txt,3,3,1,0,2,,PI|L
PMC3414724__fimmu-03-00224-g004.txt,0,0,0,0,0,,
PMC3415084__JP2012-631038.002.txt,0,0,0,0,0,,
PMC3415470__nihms393627f6.txt,1,1,0,0,1,,ON
PMC3415586__nihms373163f1.txt,3,1,0,2,1,R|DC,GM-CSF
PMC3416961__nihms368117f1.txt,0,0,0,0,0,,
PMC3417165__fimmu-03-00245-g001.txt,0,0,0,0,0,,
PMC3417165__fimmu-03-00245-g002.txt,4,2,0,2,2,E|OX,L|HL
PMC3417373__fcimb-01-00021-g004.txt,0,0,0,0,0,,
PMC3418676__nihms397212f1.txt,7,6,1,1,5,LA,FAT|Y|P|WARTS|B
PMC3418714__zh89991294640002.txt,0,0,0,0,0,,
PMC3418714__zh89991294640003.txt,0,0,0,0,0,,
PMC3418731__zii9990997740003.txt,1,1,0,0,1,,B
PMC3418756__zii9990997840006.txt,0,0,0,0,0,,
PMC3418847__zjw0061241440002.txt,0,0,0,0,0,,
PMC3419804__nihms372177f1.txt,2,0,0,2,0,J|CELL,
PMC3420937__pgen.1002881.g006.txt,9,6,1,3,5,SEM|J|GO,L|PI3K|PIP1|MEK|H
PMC3421022__12079_2012_168_Fig1_HTML.txt,1,0,0,1,0,R,
PMC3421063__nihms-398439-f0002.txt,6,5,0,1,5,E,VEGF-A|P|VEGF|ILF|ET
PMC3421445__msb201230-f1.txt,0,0,0,0,0,,
PMC3422314__pone.0042127.g006.txt,2,1,1,1,0,U,
PMC3423373__pone.0037046.g008.txt,6,4,2,2,2,R|U,L|DI
PMC3423502__nihms394881f6.txt,1,1,0,0,1,,P
PMC3423861__zh50151261570007.txt,0,0,0,0,0,,
PMC3424042__DEV079525F8.txt,12,8,5,4,3,SIM|E|R|VMAT,SIP|B|5-HT1A
PMC3425953__nihms398364f1.txt,3,3,1,0,2,,S|B
PMC3425953__nihms398364f2.txt,4,4,3,0,1,,B
PMC3425953__nihms398364f3.txt,5,4,2,1,2,E,B|S
PMC3426219__nihms394813f2.txt,6,6,2,0,4,,B|Z|L|EMT
PMC3426292__nihms-398765-f0001.txt,0,0,0,0,0,,
PMC3426490__1471-2334-12-125-2.txt,5,1,1,4,0,LI|R|U|J,
PMC3426662__nihms371575f4.txt,3,3,1,0,2,,DELTA|CORD
PMC3427262__auto-8-970-g1.txt,0,0,0,0,0,,
PMC3427288__epi-7-930-g5.txt,0,0,0,0,0,,
PMC3427289__epi-7-940-g6.txt,0,0,0,0,0,,
PMC3427312__pone.0043874.g008.txt,0,0,0,0,0,,
PMC3427795__nihms-284990-f0001.txt,3,3,0,0,3,,B|PI3K|L
PMC3427885__hep0052-0443-f4.txt,1,1,1,0,0,,
PMC3428242__ott-5-153f1.txt,0,0,0,0,0,,
PMC3428657__1471-2164-13-306-1.txt,0,0,0,0,0,,
PMC3429047__fphys-03-00273-g0005.txt,0,0,0,0,0,,
PMC3430210__ijms-13-07886f1.txt,0,0,0,0,0,,
PMC3430251__ijms-13-08562f5.txt,0,0,0,0,0,,
PMC3430985__nihms-401334-f0001.txt,3,2,1,1,1,GEF,P
PMC3431105__OXIMED2012-608478.001.txt,0,0,0,0,0,,
PMC3431500__fonc-02-00109-g001.txt,0,0,0,0,0,,
PMC3431883__ijms-13-10647f3.txt,1,0,0,1,0,J,
PMC3432052__pone.0043898.g007.txt,2,1,0,1,1,PEDF,VEGF
PMC3432059__pone.0043955.g006.txt,0,0,0,0,0,,
PMC3432093__pone.0044107.g011.txt,0,0,0,0,0,,
PMC3432194__tp201280f2.txt,0,0,0,0,0,,
PMC3432438__gr6.txt,0,0,0,0,0,,
PMC3432501__nihms159254f1.txt,7,6,2,1,4,OR,TRAF6|IK|MEKK|IKK
PMC3432564__ukmss-49846-f0002.txt,1,1,0,0,1,,MR
PMC3433278__nihms-355255-f0007.txt,6,3,1,3,2,R|E|HR,B|PKC
PMC3433406__nihms386618f3.txt,16,10,2,6,8,R|CADHERIN|INE|II|JN|OR,P|L|ON|P53|H|H2|P38|S
PMC3434281__nihms369481f6.txt,0,0,0,0,0,,
PMC3434350__cr201285f1.txt,2,1,0,1,1,R,L
PMC3434772__zjw0081242390005.txt,0,0,0,0,0,,
PMC3436110__DEV082222F3.txt,0,0,0,0,0,,
PMC3436188__zbc0371221010008.txt,0,0,0,0,0,,
PMC3436227__971281.fig2.txt,2,2,0,0,2,,L|OF
PMC3436276__zbc0351219890007.txt,3,3,2,0,1,,H
PMC3436582__zbc0371221070010.txt,10,6,2,4,4,PIP|LI|R|J,ANG|C-ABL|S|P
PMC3436697__2049-1891-3-23-5.txt,3,2,1,1,1,J,OF
PMC3436998__nihms376498f1.txt,9,8,2,1,6,R,FI|S|TNFA|Y|B|TRAIL
PMC3437822__pnas.1212547109fig04.txt,0,0,0,0,0,,
PMC3438932__zbc0391223260007.txt,2,1,0,1,1,R,IF
PMC3440011__fig-1.txt,0,0,0,0,0,,
PMC3440220__PP_200527_wc_f2.txt,0,0,0,0,0,,
PMC3440368__pone.0044856.g007.txt,5,5,3,0,2,,L|A1
PMC3440553__nihms387341f1.txt,3,2,0,1,2,J,B|TOR
PMC3440590__bies0034-0542-f1.txt,3,1,0,2,1,CELL|FATE,B
PMC3440872__nihms347997f4.txt,8,7,5,1,2,R,L|PL
PMC3441127__dds26501.txt,8,6,2,2,4,E|NA,B|L|IP|AS
PMC3441314__zgb0101257090006.txt,0,0,0,0,0,,
PMC3441384__1743-8977-9-20-4.txt,0,0,0,0,0,,
PMC3442418__3722fig8.txt,6,5,2,1,3,J,MEK|ERK|P35
PMC3442865__psb-7-675-g1.txt,0,0,0,0,0,,
PMC3443607__IJI2012-678190.004.txt,2,1,0,1,1,PROT,IN
PMC3443855__nihms392256f7.txt,5,3,2,2,1,CELL|E,L
PMC3443857__nihms339414f1.txt,4,3,2,1,1,CELL,PR
PMC3444139__fmicb-03-00334-g003.txt,0,0,0,0,0,,
PMC3444437__1477-7827-10-58-9.txt,0,0,0,0,0,,
PMC3444627__nihms-402572-f0001.txt,3,2,2,1,0,CELL,
PMC3445042__nihms402300f3.txt,16,13,8,3,5,SOX3|E|GAL4,OF|IN|HUC|B|BLBP
PMC3445042__nihms402300f7.txt,9,6,4,3,2,R|CELL|SOX3,BLBP|X
PMC3445623__pone.0044973.g002.txt,0,0,0,0,0,,
PMC3445776__nihms-385597-f0001.txt,3,3,1,0,2,,PR|L
PMC3446243__nihms388815f1.txt,4,1,1,3,0,CA|TLF|CELL,
PMC3446243__nihms388815f2.txt,7,4,3,3,1,INE|LI|APO,L
PMC3448082__nutrients-04-00967-g001.txt,0,0,0,0,0,,
PMC3448567__zh89991292500003.txt,0,0,0,0,0,,
PMC3448731__pone.0045976.g006.txt,0,0,0,0,0,,
PMC3454321__pone.0045842.g005.txt,0,0,0,0,0,,
PMC3454471__nihms351530f8.txt,10,8,2,2,6,J|OR,IN|PP2|L|LKB1|CHK2|OF
PMC3458271__fphys-03-00376-g0002.txt,6,2,1,4,1,EPHB|R|AE|E,EMT
PMC3461296__NRI2012-878030.002.txt,0,0,0,0,0,,
PMC3461903__JCI61205.f2.txt,3,3,0,0,3,,P|L|B
PMC3461933__JCI66058.f1.txt,0,0,0,0,0,,
PMC3462323__fpls-03-00219-g003.txt,0,0,0,0,0,,
PMC3462653__nihms169248f1.txt,10,4,1,6,3,TUB|RELL|R|ADO|J|PAGE,CRAM|IMD|Y
PMC3462743__pone.0046216.g006.txt,0,0,0,0,0,,
PMC3464048__nihms-406046-f0001.txt,0,0,0,0,0,,
PMC3464112__1197f4.txt,1,1,1,0,0,,
PMC3464266__pone.0046887.g002.txt,0,0,0,0,0,,
PMC3464875__1476-4598-11-24-7.txt,1,0,0,1,0,J,
PMC3465263__pone.0046719.g010.txt,4,2,0,2,2,J|U,L|P
PMC3465289__pone.0045049.g002.txt,0,0,0,0,0,,
PMC3465961__IJEB2012-548081.001.txt,9,6,0,3,6,J|CGM|TED,P|L|CHA|S|H|B
PMC3466241__pone.0044686.g007.txt,0,0,0,0,0,,
PMC3467008__nihms401232f5.txt,2,1,0,1,1,R,L
PMC3469060__cdd201260f6.txt,0,0,0,0,0,,
PMC3469159__nihms-411756-f0003.txt,3,3,2,0,1,,EPI
PMC3469587__zh50201262040007.txt,1,1,1,0,0,,
PMC3469622__pone.0046725.g001.txt,3,1,0,2,1,E|LE,A1
PMC3469665__zh60191280360005.txt,0,0,0,0,0,,
PMC3469843__lar-28-155-g002.txt,0,0,0,0,0,,
PMC3470885__nihms-399227-f0008.txt,0,0,0,0,0,,
PMC3471537__nihms406899f4.txt,10,10,4,0,6,,HER2|P85|P|P1|OF|PR
PMC3472294__1471-2164-13-348-3.txt,2,1,0,1,1,U,B
PMC3472464__zh70191237630006.txt,3,3,0,0,3,,H|L|TN
PMC3472468__zh70191237670004.txt,0,0,0,0,0,,
PMC3472558__CHRP2012-198197.001.txt,0,0,0,0,0,,
PMC3473206__zee0111267520007.txt,0,0,0,0,0,,
PMC3474327__nihms354873f4.txt,5,4,1,1,3,JNK,B|ERK|P38
PMC3475297__fgene-03-00218-g0001.txt,0,0,0,0,0,,
PMC3476325__zbc0441226970009.txt,3,2,1,1,1,R2,P42
PMC3476735__nihms399340f5.txt,6,4,1,2,3,J|OR,L|OF|IN
PMC3477470__nihms409809f7.txt,1,0,0,1,0,LE,
PMC3478260__cam-6-374-g4.txt,4,1,0,3,1,E|R|LA,L
PMC3478307__cc-11-3559-g2.txt,1,0,0,1,0,CELL,
PMC3478512__18_2012_991_Fig3_HTML.txt,39,30,16,9,14,NPB|ST|R|KREMEN2|KCTD|EPH|J|SERRATE|LRIG3,MIG|IN|ERK|DELTA|B|Z|NP|TSK|L|S|SMAD1|ADAM|SFRP2|PA
PMC3478512__18_2012_991_Fig4_HTML.txt,34,26,15,8,11,NPB|ST|ERK1|NLN|PNC|R|J|JNK,NP|MIG|CAB|B|ERK|DELTA|CI|P|SFRP2|FRZB1|H
PMC3478617__pnas.1204311S109fig01.txt,0,0,0,0,0,,
PMC3478688__DEV083428F4.txt,5,5,0,0,5,,TYPE|UNC-43|B|H|LGA
PMC3479556__pnas.1214113109fig01.txt,3,1,0,2,1,E|J,B
PMC3480306__PC_103267_wc_f6.txt,0,0,0,0,0,,
PMC3480380__pone.0047067.g008.txt,0,0,0,0,0,,
PMC3480403__pone.0047773.g002.txt,0,0,0,0,0,,
PMC3480408__pone.0047797.g006.txt,1,1,1,0,0,,
PMC3481134__cddis2012146f7.txt,0,0,0,0,0,,
PMC3481284__zbc0421225210008.txt,0,0,0,0,0,,
PMC3483025__fpls-03-00236-g010.txt,0,0,0,0,0,,
PMC3484431__JCI59348.f9.txt,0,0,0,0,0,,
PMC3484676__1459f3.txt,0,0,0,0,0,,
PMC3485417__nihms-393074-f0001.txt,2,2,1,0,1,,L
PMC3486458__zjv9990967550007.txt,1,1,1,0,0,,
PMC3487108__nihms346588f7.txt,1,1,0,0,1,,P
PMC3487967__1471-2105-13-218-2.txt,0,0,0,0,0,,
PMC3488210__gks699f5.txt,1,1,0,0,1,,Z
PMC3488630__AJRCMB474395fig2.txt,0,0,0,0,0,,
PMC3489642__psb-7-1121-g2.txt,6,6,1,0,5,,H|P|B|GA|ON
PMC3489927__nihms371721f6.txt,5,4,1,1,3,ERK1,SCF|PP1|L
PMC3490576__PP_202358_gs_f8.txt,6,5,0,1,5,RH,H|L|P|S|PI
PMC3490586__PP_204503_lw_f10.txt,0,0,0,0,0,,
PMC3491533__ctg201217f8.txt,0,0,0,0,0,,
PMC3492204__1750-1172-7-27-5.txt,0,0,0,0,0,,
PMC3492858__zh10221266850008.txt,0,0,0,0,0,,
PMC3493591__pone.0048935.g005.txt,0,0,0,0,0,,
PMC3493907__zbc0491230640007.txt,2,1,0,1,1,R,L
PMC3493915__zbc0471229380007.txt,5,3,0,2,3,CELL|LI,L|FAK|ERK
PMC3494369__10.1177_1947601912455324-fig1.txt,3,2,1,1,1,CELL,ENT
PMC3494542__1479-5876-10-183-3.txt,0,0,0,0,0,,
PMC3494627__onci-1-1146-g3.txt,3,2,1,1,1,CELL,P65
PMC3496019__nihms-404973-f0001.txt,0,0,0,0,0,,
PMC3496019__nihms-404973-f0006.txt,0,0,0,0,0,,
PMC3496286__nihms390108f1.txt,3,2,1,1,1,CELL,L
PMC3496878__WJG-18-6005-g001.txt,0,0,0,0,0,,
PMC3496878__WJG-18-6005-g004.txt,6,2,0,4,2,J|AII|NSL|CELL,L|TR
PMC3496878__WJG-18-6005-g005.txt,1,0,0,1,0,CELL,
PMC3497295__ijms-13-12710f1.txt,0,0,0,0,0,,
PMC3497314__ijms-13-13104f1.txt,0,0,0,0,0,,
PMC3497784__pnas.1208396109fig01.txt,0,0,0,0,0,,
PMC3497822__pnas.1205661109fig07.txt,0,0,0,0,0,,
PMC3497822__pnas.1205661S109fig01.txt,0,0,0,0,0,,
PMC3499080__toxsci_kfs193_f0002.txt,4,4,1,0,3,,OT|H|ROS
PMC3499189__1743-7075-9-74-3.txt,2,1,1,1,0,CELL,
PMC3499976__nihms384184f1.txt,14,7,1,7,6,CELL|FATE|R|PSD|MT|E|CHR,B|OF|P|SSA|S|MU
PMC3500394__nihms-394526-f0001.txt,5,3,1,2,2,CELL|R,L|C-MYC
PMC3500853__nihms416992f3.txt,18,13,4,5,9,PEN|E|R|J|CELL,B|EP|BII|VEGF|VEGFR2|FAK|DP|OF|L
PMC3501582__nihms409189f2.txt,1,1,0,0,1,,L
PMC3501616__nihms402023f4.txt,9,5,4,4,1,J|ARHGAP29|E|GEF,EMT
PMC3502106__1742-9994-9-16-5.txt,0,0,0,0,0,,
PMC3502344__pone.0050185.g007.txt,2,2,0,0,2,,L|P44
PMC3502657__nihms404774f2.txt,2,1,0,1,1,CELL,TOR
PMC3504253__LRT2011-329572.002.txt,0,0,0,0,0,,
PMC3504487__nihms418878f9.txt,3,1,0,2,1,ANT|E,S
PMC3504715__cdd201291f8.txt,3,2,1,1,1,J,Y
PMC3506052__i1552-5783-53-12-7746-f07.txt,0,0,0,0,0,,
PMC3506267__2050-6511-13-3-2.txt,1,1,0,0,1,,B
PMC3506961__fnbeh-06-00079-g0005.txt,5,3,0,2,3,J|MS,B|H|L
PMC3507288__bio-01-03-261-f03.txt,1,1,0,0,1,,B
PMC3507315__MI2012-563709.002.txt,0,0,0,0,0,,
PMC3507315__MI2012-563709.003.txt,0,0,0,0,0,,
PMC3507315__MI2012-563709.006.txt,0,0,0,0,0,,
PMC3507315__MI2012-563709.009.txt,0,0,0,0,0,,
PMC3507479__cc-11-3909-g1.txt,19,15,4,4,11,CELL|CA|ERK1|R,PI3K|PA|P|AS|TS|MEK1|NFAT|B|4E-BP1|TH1|H
PMC3507493__cc-11-3972-g14.txt,1,1,1,0,0,,
PMC3508147__nihms413894f2.txt,0,0,0,0,0,,
PMC3508164__nihms411023f12.txt,1,1,0,0,1,,L
PMC3508196__nihms-398021-f0001.txt,18,18,11,0,7,,ER|S|L|PL|MEK|SPRY|ERK
PMC3508405__fphys-03-00452-g0001.txt,0,0,0,0,0,,
PMC3508514__nihms421465f2.txt,3,2,1,1,1,OR,OF
PMC3508514__nihms421465f3.txt,5,4,1,1,3,R,HET|AS|PI3K
PMC3508522__nihms396062f3.txt,8,5,3,3,2,E|J|R,ON|SMA
PMC3510657__nihms421042f1.txt,5,4,1,1,3,R,L|S|PERK
PMC3510811__zbc0521232590008.txt,1,1,0,0,1,,CD
PMC3510826__zbc0511232250008.txt,17,13,5,4,8,ADP|J|CA2|GEF,AC|DAG|MLC|PKC|H|PI3K|L|APE
PMC3511325__pone.0050874.g009.txt,3,3,2,0,1,,B
PMC3511450__pone.0050085.g002.txt,0,0,0,0,0,,
PMC3512134__1165fig7.txt,0,0,0,0,0,,
PMC3513309__pone.0050221.g003.txt,6,2,1,4,1,CELL|CD79B|PAG|OS,B
PMC3513920__nihms406195f12.txt,5,3,0,2,3,U|E,B|H|B1
PMC3513982__fig-1.txt,0,0,0,0,0,,
PMC3513982__fig-6.txt,0,0,0,0,0,,
PMC3516830__fgene-03-00286-g0002.txt,0,0,0,0,0,,
PMC3516847__nihms419803f1.txt,6,4,1,2,3,E|GD,B|PKC|L
PMC3517183__nihms-421438-f0001.txt,1,0,0,1,0,R,
PMC3517193__nihms414800f1.txt,14,9,4,5,5,CA|J|MT|OR|CELL,AS|PI|MEK|P|B
PMC3517549__pone.0051657.g001.txt,0,0,0,0,0,,
PMC3517549__pone.0051657.g003.txt,0,0,0,0,0,,
PMC3517549__pone.0051657.g005.txt,0,0,0,0,0,,
PMC3518257__ECAM2012-278652.007.txt,0,0,0,0,0,,
PMC3518872__nihms-416085-f0004.txt,5,4,2,1,2,U,Z|Y
PMC3518872__nihms-416085-f0006.txt,1,1,0,0,1,,B
PMC3520155__nihms425970f8.txt,0,0,0,0,0,,
PMC3520483__fphys-03-00468-g0001.txt,0,0,0,0,0,,
PMC3520483__fphys-03-00468-g0002.txt,1,1,0,0,1,,PP
PMC3520613__nihms425617f5.txt,1,1,0,0,1,,P
PMC3520885__sgtp-3-219-g2.txt,1,1,1,0,0,,
PMC3520888__sgtp-3-236-g1.txt,3,2,2,1,0,R,
PMC3521148__fendo-03-00162-g004.txt,0,0,0,0,0,,
PMC3521217__1471-2164-13-S7-S25-4.txt,1,1,0,0,1,,L
PMC3521658__ppat.1003062.g008.txt,0,0,0,0,0,,
PMC3522553__1471-2105-13-186-1.txt,3,3,0,0,3,,S|TR|OF
PMC3522877__bio-01-12-1169-f08.txt,5,4,1,1,3,CELL,IN|H|SMA
PMC3523093__nihms-393916-f0001.txt,0,0,0,0,0,,
PMC3523725__nihms425522f7.txt,2,2,0,0,2,,FZR|L
PMC3524194__cc-11-4097-g1.txt,8,6,3,2,3,YAP|CELL,LPA|S1P|TAZ
PMC3524355__nihms402297f2.txt,1,0,0,1,0,CELL,
PMC3525024__zh89991295950007.txt,0,0,0,0,0,,
PMC3525723__nihms408902f2.txt,10,7,4,3,3,J|U|II,S|L|S2
PMC3526732__fphys-03-00464-g001.txt,0,0,0,0,0,,
PMC3527976__zbc0021334140002.txt,0,0,0,0,0,,
PMC3528090__fig-4.txt,0,0,0,0,0,,
PMC3528779__pone.0052172.g006.txt,0,0,0,0,0,,
PMC3529343__DMM008821F8.txt,0,0,0,0,0,,
PMC3529366__zee0011368290006.txt,6,5,3,1,2,DCN,PR|H
PMC3529395__nihms425483f6.txt,0,0,0,0,0,,
PMC3529674__1756-8722-5-66-5.txt,0,0,0,0,0,,
PMC3530037__cshperspectmed-ANG-006569_F3.txt,0,0,0,0,0,,
PMC3530847__nihms427843f10.txt,0,0,0,0,0,,
PMC3531794__nihms427033f1.txt,12,9,6,3,3,EBI3|PD-L1|CELL,P28|GP130|AK1
PMC3531865__PC_105312_lw_f7.txt,0,0,0,0,0,,
PMC3532163__pone.0053129.g004.txt,0,0,0,0,0,,
PMC3532475__zh20241267810006.txt,0,0,0,0,0,,
PMC3532876__OXIMED2012-932838.002.txt,0,0,0,0,0,,
PMC3533466__mol.112.081497f5.txt,0,0,0,0,0,,
PMC3533470__mol.112.081760f7.txt,0,0,0,0,0,,
PMC3533556__JCI64896.f7.txt,0,0,0,0,0,,
PMC3534691__pone.0053444.g008.txt,0,0,0,0,0,,
PMC3535741__DRT2012-752563.001.txt,0,0,0,0,0,,
PMC3538028__gr7.txt,0,0,0,0,0,,
PMC3538329__zh89991200900001.txt,0,0,0,0,0,,
PMC3538588__pone.0053522.g008.txt,0,0,0,0,0,,
PMC3538621__1743-422X-9-126-2.txt,0,0,0,0,0,,
PMC3539134__fendo-03-00181-g0002.txt,2,1,1,1,0,E,
PMC3539134__fendo-03-00181-g0003.txt,1,0,0,1,0,J,
PMC3539252__fig-3.txt,1,1,0,0,1,,L
PMC3539509__medscimonit-17-4-RA100-g002.txt,0,0,0,0,0,,
PMC3539548__medscimonit-17-6-RA148-g001.txt,0,0,0,0,0,,
PMC3539662__fimmu-03-00401-g001.txt,0,0,0,0,0,,
PMC3539953__1471-2164-13-279-5.txt,0,0,0,0,0,,
PMC3540819__JTR2012-818204.001.txt,0,0,0,0,0,,
PMC3541267__1755-1536-5-20-3.txt,0,0,0,0,0,,
PMC3541279__pone.0053230.g002.txt,0,0,0,0,0,,
PMC3541279__pone.0053230.g005.txt,2,0,0,2,0,HR|TNFR1,
PMC3541667__cr2012119f5.txt,0,0,0,0,0,,
PMC3543320__pone.0054125.g008.txt,0,0,0,0,0,,
PMC3543627__zh20021368080010.txt,0,0,0,0,0,,
PMC3543749__11357_2011_9340_Fig1_HTML.txt,0,0,0,0,0,,
PMC3544113__zh89991200730001.txt,9,7,3,2,4,II|R,TN|X|NEMO|FE
PMC3544245__ijcep0006-0168-f5.txt,8,6,1,2,5,E|CTLN,B|P38|Z|DP|L5
PMC3544400__nihms421766f7.txt,10,7,2,3,5,E|IRK|L1,B|OF|RO|GPCR|GA
PMC3545208__zmg0011351210009.txt,0,0,0,0,0,,
PMC3545399__nihms424897f6.txt,10,7,3,3,4,JNK|U|R,ROS|PERK|BIP|GA
PMC3546138__nihms418921f5.txt,15,10,5,5,5,NG|E|PT1|PS6K|II,B|SC4MOL|HRS|L|ERK
PMC3547518__cn-2012-00186b_0004.txt,1,1,0,0,1,,TR
PMC3547545__ebo-9-2013-001f1.txt,0,0,0,0,0,,
PMC3547545__ebo-9-2013-001f2.txt,1,0,0,1,0,E,
PMC3547545__ebo-9-2013-001f7.txt,0,0,0,0,0,,
PMC3548020__nihms406370f1.txt,8,6,0,2,6,II|J,ANG|L|LAR|ERK|P42|P44
PMC3548178__zee0021368930007.txt,9,6,1,3,5,NHE3|J|CA,P|S|PI3K|Y|PKCA
PMC3548460__zbc0061336990003.txt,0,0,0,0,0,,
PMC3548572__nihms331373f2.txt,1,1,0,0,1,,P38
PMC3549968__JCB_201207036_Fig9.txt,0,0,0,0,0,,
PMC3551737__1748-717X-7-205-8.txt,0,0,0,0,0,,
PMC3552145__nihms-425513-f0010.txt,9,7,3,2,4,NG|NF-KB,B|H|LPS|OF
PMC3552917__cc-11-4344-g2.txt,15,14,10,1,4,CELL,DELTA|ADAM|PS1|PS2
PMC3553273__nihms405864f2.txt,1,1,0,0,1,,ERK
PMC3553295__nihms416112f3.txt,0,0,0,0,0,,
PMC3554567__pgen.1003109.g004.txt,15,10,5,5,5,E|U|FOR|CELL|J,ON|SA|H|IN|OF
PMC3554743__pone.0054111.g003.txt,0,0,0,0,0,,
PMC3554769__pone.0053663.g001.txt,6,3,1,3,2,ROM|R|J,L|Y
PMC3555267__cjcr-24-02-083-f2.txt,18,9,2,9,7,FAC|R|NS|J|TAKL|JNK|SAPK|CELL|LE,TOR|L|GPCR|RAB|MKK4|C-JUN|P38
PMC3556819__nihms-435125-f0017.txt,0,0,0,0,0,,
PMC3557298__pone.0054762.g004.txt,2,0,0,2,0,II|J,
PMC3557825__nihms-266932-f0001.txt,12,11,3,1,8,IL-6,OF|AP-1|HIF-1|ER|PI3K|GLUT|TN|MCP-1
PMC3558493__pone.0055211.g008.txt,0,0,0,0,0,,
PMC355851__zmb0060413650008.txt,6,6,3,0,3,,X|L|DL
PMC355855__zmb0060414880010.txt,7,7,3,0,4,,B|CG|S|P
PMC3559548__pone.0055487.g009.txt,1,1,0,0,1,,MSC
PMC3560972__2001-1326-1-24-5.txt,0,0,0,0,0,,
PMC3561537__zbc0071337540006.txt,0,0,0,0,0,,
PMC3561798__JCI65642.f6.txt,0,0,0,0,0,,
PMC3561807__JCI63324.f9.txt,0,0,0,0,0,,
PMC3561831__JCI64595.f3.txt,0,0,0,0,0,,
PMC3562341__pone.0050695.g004.txt,0,0,0,0,0,,
PMC3562679__IJN2013-954956.001.txt,0,0,0,0,0,,
PMC3564524__210fig10.txt,5,3,1,2,2,LP|J,L|CD
PMC3564525__385fig9.txt,4,3,0,1,3,PLP2,H|OF|PLP
